visita;censo;COMMUNITY;habitat;Start_T;End_T;Delta_T_minutes;Plant sp;N open flowers;N observed flowers;Pollinator;Family;Functional group;N ind;N visit flowers;Method;Island
4;163;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Teucrium capitatum;98;98;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;164;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Teucrium capitatum;85;85;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;164;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Teucrium capitatum;85;85;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;164;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Teucrium capitatum;85;85;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;164;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Teucrium capitatum;85;85;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;165;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Teucrium capitatum;92;92;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;3;obs;Cabrera
4;165;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Teucrium capitatum;92;92;Lasioglossum sp.;Halictidae;BE;1;4;obs;Cabrera
4;165;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Teucrium capitatum;92;92;Lasioglossum sp.;Halictidae;BE;1;5;obs;Cabrera
4;165;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Teucrium capitatum;92;92;Lydella sp.;Tachinidae;DI;1;3;obs;Cabrera
4;166;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Teucrium capitatum;60;60;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;166;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Teucrium capitatum;60;60;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;166;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Teucrium capitatum;60;60;Phthiria cf pulicularia;Bombyliidae;DI;1;1;obs;Cabrera
4;167;Pine forest 2;Rocky coastal 2;31/05/2022 17:39;31/05/2022 17:49;10;Teucrium capitatum;130;95;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;167;Pine forest 2;Rocky coastal 2;31/05/2022 17:39;31/05/2022 17:49;10;Teucrium capitatum;130;95;Exoprosopa cf. bowdeni;Bombyliidae;DI;2;4;obs;Cabrera
4;168;Pine forest 2;Rocky coastal 2;31/05/2022 17:49;31/05/2022 17:59;10;Teucrium capitatum;65;65;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;169;Pine forest 2;Rocky coastal 2;31/05/2022 18:04;31/05/2022 18:14;10;Teucrium capitatum;130;95;Lydella sp.;Tachinidae;DI;1;2;obs;Cabrera
4;169;Pine forest 2;Rocky coastal 2;31/05/2022 18:04;31/05/2022 18:14;10;Teucrium capitatum;130;95;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;169;Pine forest 2;Rocky coastal 2;31/05/2022 18:04;31/05/2022 18:14;10;Teucrium capitatum;130;95;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;6;obs;Cabrera
4;169;Pine forest 2;Rocky coastal 2;31/05/2022 18:04;31/05/2022 18:14;10;Teucrium capitatum;130;95;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;3;obs;Cabrera
4;169;Pine forest 2;Rocky coastal 2;31/05/2022 18:04;31/05/2022 18:14;10;Teucrium capitatum;130;95;Lasioglossum sp.;Halictidae;BE;1;10;obs;Cabrera
4;170;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Helichrysum stoechas;140;100;Lydella thompsoni;Tachinidae;DI;1;6;obs;Cabrera
4;170;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Helichrysum stoechas;140;100;Lydella thompsoni;Tachinidae;DI;1;2;obs;Cabrera
4;170;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Helichrysum stoechas;140;100;Lydella nigrescens;Tachinidae;DI;1;3;obs;Cabrera
4;170;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Helichrysum stoechas;140;100;Tachysphex obscuripennis;Sphecidae;WA;1;1;obs;Cabrera
4;170;Pine forest 2;Rocky coastal 2;31/05/2022 17:20;31/05/2022 17:30;10;Helichrysum stoechas;140;100;Tachysphex obscuripennis;Sphecidae;WA;1;2;obs;Cabrera
4;171;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Helichrysum stoechas;18;18;Lydella thompsoni;Tachinidae;DI;1;1;obs;Cabrera
4;171;Pine forest 2;Rocky coastal 2;31/05/2022 17:30;31/05/2022 17:40;10;Helichrysum stoechas;18;18;Tachysphex obscuripennis;Sphecidae;WA;1;1;obs;Cabrera
4;172;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Helichrysum stoechas;35;35;Ancistrocerus ebusianus;Eumenidae;WA;1;16;obs;Cabrera
4;172;Pine forest 2;Rocky coastal 2;31/05/2022 17:40;31/05/2022 17:50;10;Helichrysum stoechas;35;35;Lydella thompsoni;Tachinidae;DI;1;2;obs;Cabrera
4;173;Pine forest 2;Rocky coastal 2;31/05/2022 17:50;31/05/2022 18:00;10;Helichrysum stoechas;27;27;Dasytes nigroaeneus;Dasytidae;CO;1;1;obs;Cabrera
4;173;Pine forest 2;Rocky coastal 2;31/05/2022 17:50;31/05/2022 18:00;10;Helichrysum stoechas;27;27;Dasytes nigroaeneus;Dasytidae;CO;1;1;obs;Cabrera
4;174;Pine forest 2;Rocky coastal 2;31/05/2022 18:00;31/05/2022 18:10;10;Helichrysum stoechas;21;21;Lydella thompsoni;Tachinidae;DI;1;1;obs;Cabrera
4;174;Pine forest 2;Rocky coastal 2;31/05/2022 18:00;31/05/2022 18:10;10;Helichrysum stoechas;21;21;Hylaeus imparilis;Colletidae;BE;1;1;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Ancistrocerus ebusianus;Eumenidae;WA;1;9;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Autographa gamma;Noctuidae;LE;1;13;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Ancistrocerus ebusianus;Eumenidae;WA;1;5;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Eupeodes corollae;Syrphidae;HO;1;4;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Ancistrocerus ebusianus;Eumenidae;WA;1;4;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Autographa gamma;Noctuidae;LE;1;4;obs;Cabrera
4;175;Dune system 2;Dune system 2;01/06/2022 11:00;01/06/2022 11:10;10;Cakile maritima;68;68;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lasioglossum sp.;Halictidae;BE;1;5;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lasioglossum sp.;Halictidae;BE;1;6;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lasioglossum sp.;Halictidae;BE;1;5;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lucilia silvarum;Calliphoridae;DI;1;7;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Ancistrocerus ebusianus;Eumenidae;WA;1;5;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;176;Dune system 2;Dune system 2;01/06/2022 11:10;01/06/2022 11:20;10;Cakile maritima;35;35;Colias crocea;Pieridae;LE;1;4;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Ancistrocerus ebusianus;Eumenidae;WA;1;4;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Eupeodes corollae;Syrphidae;HO;1;3;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Eupeodes corollae;Syrphidae;HO;1;15;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Eupeodes corollae;Syrphidae;HO;1;5;obs;Cabrera
4;177;Dune system 2;Dune system 2;01/06/2022 11:20;01/06/2022 11:30;10;Cakile maritima;5;5;Lucilia silvarum;Calliphoridae;DI;1;16;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Eupeodes corollae;Syrphidae;HO;1;2;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Colias crocea;Pieridae;LE;1;2;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Lucilia silvarum;Calliphoridae;DI;1;3;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Lasioglossum sp.;Halictidae;BE;1;4;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;178;Dune system 2;Dune system 2;01/06/2022 11:30;01/06/2022 11:40;10;Cakile maritima;15;15;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;179;Dune system 2;Dune system 2;01/06/2022 11:50;01/06/2022 12:00;10;Cakile maritima;7;7;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;179;Dune system 2;Dune system 2;01/06/2022 11:50;01/06/2022 12:00;10;Cakile maritima;7;7;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;179;Dune system 2;Dune system 2;01/06/2022 11:50;01/06/2022 12:00;10;Cakile maritima;7;7;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;179;Dune system 2;Dune system 2;01/06/2022 11:50;01/06/2022 12:00;10;Cakile maritima;7;7;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;179;Dune system 2;Dune system 2;01/06/2022 11:50;01/06/2022 12:00;10;Cakile maritima;7;7;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;180;Dune system 2;Dune system 2;01/06/2022 12:00;01/06/2022 12:10;10;Cakile maritima;72;72;Ancistrocerus ebusianus;Eumenidae;WA;1;6;obs;Cabrera
4;180;Dune system 2;Dune system 2;01/06/2022 12:00;01/06/2022 12:10;10;Cakile maritima;72;72;Lasioglossum sp.;Halictidae;BE;1;4;obs;Cabrera
4;180;Dune system 2;Dune system 2;01/06/2022 12:00;01/06/2022 12:10;10;Cakile maritima;72;72;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;180;Dune system 2;Dune system 2;01/06/2022 12:00;01/06/2022 12:10;10;Cakile maritima;72;72;Autographa gamma;Noctuidae;LE;1;7;obs;Cabrera
4;180;Dune system 2;Dune system 2;01/06/2022 12:00;01/06/2022 12:10;10;Cakile maritima;72;72;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;181;Dune system 2;Dune system 2;01/06/2022 12:10;01/06/2022 12:20;10;Cakile maritima;43;43;Eupeodes corollae;Syrphidae;HO;1;3;obs;Cabrera
4;181;Dune system 2;Dune system 2;01/06/2022 12:10;01/06/2022 12:20;10;Cakile maritima;43;43;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;181;Dune system 2;Dune system 2;01/06/2022 12:10;01/06/2022 12:20;10;Cakile maritima;43;43;Ancistrocerus ebusianus;Eumenidae;WA;1;5;obs;Cabrera
4;181;Dune system 2;Dune system 2;01/06/2022 12:10;01/06/2022 12:20;10;Cakile maritima;43;43;Autographa gamma;Noctuidae;LE;1;6;obs;Cabrera
4;182;Dune system 2;Dune system 2;01/06/2022 12:30;01/06/2022 12:40;10;Limonium sp.;23;23;Eupeodes corollae;Syrphidae;HO;1;3;obs;Cabrera
4;182;Dune system 2;Dune system 2;01/06/2022 12:30;01/06/2022 12:40;10;Limonium sp.;23;23;Eupeodes corollae;Syrphidae;HO;1;5;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Ancistrocerus ebusianus;Eumenidae;WA;1;7;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Autographa gamma;Noctuidae;LE;1;6;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Eupeodes corollae;Syrphidae;HO;1;4;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Autographa gamma;Noctuidae;LE;1;8;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Eupeodes corollae;Syrphidae;HO;1;3;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Ancistrocerus ebusianus;Eumenidae;WA;1;7;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;183;Dune system 2;Dune system 2;01/06/2022 12:40;01/06/2022 12:50;10;Cakile maritima;62;62;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;12;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Tapinoma nigerrinum;Formicidae;OT;1;2;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;5;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;184;Dune system 1;Dune system 1;02/06/2022 10:00;02/06/2022 10:10;10;Cakile maritima;25;25;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Eupeodes corollae;Syrphidae;HO;1;4;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;3;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Lasioglossum sp.;Halictidae;BE;1;19;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;185;Dune system 1;Dune system 1;02/06/2022 10:10;02/06/2022 10:20;10;Cakile maritima;20;20;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;186;Dune system 1;Dune system 1;02/06/2022 10:20;02/06/2022 10:30;10;Cakile maritima;13;13;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;186;Dune system 1;Dune system 1;02/06/2022 10:20;02/06/2022 10:30;10;Cakile maritima;13;13;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;186;Dune system 1;Dune system 1;02/06/2022 10:20;02/06/2022 10:30;10;Cakile maritima;13;13;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;186;Dune system 1;Dune system 1;02/06/2022 10:20;02/06/2022 10:30;10;Cakile maritima;13;13;Lasioglossum sp.;Halictidae;BE;1;5;obs;Cabrera
4;186;Dune system 1;Dune system 1;02/06/2022 10:20;02/06/2022 10:30;10;Cakile maritima;13;13;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;187;Dune system 1;Dune system 1;02/06/2022 10:30;02/06/2022 10:40;10;Teucrium capitatum;26;26;Lasioglossum sp.;Halictidae;BE;1;3;obs;Cabrera
4;187;Dune system 1;Dune system 1;02/06/2022 10:30;02/06/2022 10:40;10;Teucrium capitatum;26;26;Vanessa cardui;Nymphalidae;LE;1;2;obs;Cabrera
4;188;Dune system 1;Dune system 1;02/06/2022 10:40;02/06/2022 10:50;10;Teucrium capitatum;18;18;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;188;Dune system 1;Dune system 1;02/06/2022 10:40;02/06/2022 10:50;10;Teucrium capitatum;18;18;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;188;Dune system 1;Dune system 1;02/06/2022 10:40;02/06/2022 10:50;10;Teucrium capitatum;18;18;Cheilosia latifrons;Syrphidae;HO;1;1;obs;Cabrera
4;189;Dune system 1;Dune system 1;02/06/2022 10:50;02/06/2022 11:00;10;Teucrium capitatum;13;13;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;189;Dune system 1;Dune system 1;02/06/2022 10:50;02/06/2022 11:00;10;Teucrium capitatum;13;13;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;190;Dune system 1;Dune system 1;02/06/2022 11:00;02/06/2022 11:10;10;Teucrium capitatum;25;25;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Autographa gamma;Noctuidae;LE;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Ancistrocerus ebusianus;Eumenidae;WA;1;4;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Phthiria cf pulicularia;Bombyliidae;DI;1;2;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Ancistrocerus ebusianus;Eumenidae;WA;1;9;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Ancistrocerus ebusianus;Eumenidae;WA;1;3;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Phthiria cf pulicularia;Bombyliidae;DI;1;2;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Phthiria cf pulicularia;Bombyliidae;DI;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Phthiria cf pulicularia;Bombyliidae;DI;1;1;obs;Cabrera
4;191;Dune system 1;Rocky coastal 1;02/06/2022 11:00;02/06/2022 11:30;30;Helichrysum stoechas;23;23;Phthiria cf pulicularia;Bombyliidae;DI;1;1;obs;Cabrera
4;192;Dune system 1;Rocky coastal 1;02/06/2022 11:10;02/06/2022 11:40;30;Helichrysum stoechas;100;55;Vanessa cardui;Nymphalidae;LE;1;1;obs;Cabrera
4;192;Dune system 1;Rocky coastal 1;02/06/2022 11:10;02/06/2022 11:40;30;Helichrysum stoechas;100;55;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;192;Dune system 1;Rocky coastal 1;02/06/2022 11:10;02/06/2022 11:40;30;Helichrysum stoechas;100;55;Eupeodes corollae;Syrphidae;HO;1;2;obs;Cabrera
4;192;Dune system 1;Rocky coastal 1;02/06/2022 11:10;02/06/2022 11:40;30;Helichrysum stoechas;100;55;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;192;Dune system 1;Rocky coastal 1;02/06/2022 11:10;02/06/2022 11:40;30;Helichrysum stoechas;100;55;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;193;Dune system 1;Rocky coastal 1;02/06/2022 11:20;02/06/2022 11:50;30;Helichrysum stoechas;50;50;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;3;obs;Cabrera
4;193;Dune system 1;Rocky coastal 1;02/06/2022 11:20;02/06/2022 11:50;30;Helichrysum stoechas;50;50;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;193;Dune system 1;Rocky coastal 1;02/06/2022 11:20;02/06/2022 11:50;30;Helichrysum stoechas;50;50;Exoprosopa cf. bowdeni;Bombyliidae;DI;1;1;obs;Cabrera
4;193;Dune system 1;Rocky coastal 1;02/06/2022 11:20;02/06/2022 11:50;30;Helichrysum stoechas;50;50;Eupeodes corollae;Syrphidae;HO;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Phthiria cf pulicularia;Bombyliidae;DI;1;1;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Phthiria cf pulicularia;Bombyliidae;DI;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Phthiria cf pulicularia;Bombyliidae;DI;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;194;Dune system 1;Dune system 1;02/06/2022 12:00;02/06/2022 12:10;10;Daucus carota L. subsp. Majoricus;27;27;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;195;Dune system 1;Dune system 1;02/06/2022 12:10;02/06/2022 12:20;10;Daucus carota L. subsp. Majoricus;9;9;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;195;Dune system 1;Dune system 1;02/06/2022 12:10;02/06/2022 12:20;10;Daucus carota L. subsp. Majoricus;9;9;Eupeodes corollae;Syrphidae;HO;1;3;obs;Cabrera
4;195;Dune system 1;Dune system 1;02/06/2022 12:10;02/06/2022 12:20;10;Daucus carota L. subsp. Majoricus;9;9;Eupeodes corollae;Syrphidae;HO;1;1;obs;Cabrera
4;195;Dune system 1;Dune system 1;02/06/2022 12:10;02/06/2022 12:20;10;Daucus carota L. subsp. Majoricus;9;9;Lasioglossum sp.;Halictidae;BE;1;1;obs;Cabrera
4;195;Dune system 1;Dune system 1;02/06/2022 12:10;02/06/2022 12:20;10;Daucus carota L. subsp. Majoricus;9;9;Lasioglossum sp.;Halictidae;BE;1;2;obs;Cabrera
