Scientific,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,degree,betweenness,closeness,katzz,PC1,PC2,Nwebs,PC1_nobet,PC2_nobet,ED,DR
Ramphocelus dimidiatus,Thraupidae,16.8,11.8,6.6,7.7,21.5,76.2,12.3,16,71.3,28,Shrubland,Omnivore,Omnivore,Insessorial,14,NA,5.984761034,-1.874362445,LC,68,8.29E+11,-75.55641926,7.606350213,Neotropical,10,0.000798719,0.000920192,104.4715532,0.533356297,0.850680006,4,0.635470768,0.768467002,1.997987465,0.530667778
Ramphocelus flammigerus,Thraupidae,18.4,13,8.2,8.6,25.8,88.6,13.6,15.1,74.8,33,Forest,Omnivore,Frugivore,Insessorial,16.8,10.6,10.56269793,-2.016019816,LC,51,6.25E+11,-77.65608214,4.025292688,Neotropical,20,0.0001561,0.000895824,128.8618044,0.657098359,0.77567929,3,0.899145547,0.396463006,2.342195584,0.447581912
Ramphocelus nigrogularis,Thraupidae,20,13.6,6.9,8.2,20.4,84.6,13.8,16.3,77,31,Forest,Omnivore,Omnivore,Insessorial,12.6,11.2,1.997398325,-1.936360361,LC,216,2.64E+12,-68.08612454,-5.564288263,Neotropical,2,6.92E-07,0.000782897,27.40543519,-0.588132139,0.202836816,1,-0.497142896,0.206523817,1.997987465,0.530667778
Ramphocelus passerinii,Thraupidae,18.3,12.3,7.3,7.4,23.1,75.4,9.6,12.6,69,32,Forest,Omnivore,Omnivore,Insessorial,15,9.9,1.671727642,-1.809649536,LC,40,4.76E+11,-87.23166261,14.65605657,Panamanian,6,2.03E-05,0.000805071,37.06545641,-0.368773144,0.314769087,2,-0.250072532,0.271384731,2.098030399,0.498722766
Regulus calendula,Regulidae,10.6,6.3,2.7,2.2,18.4,58,12.6,22,42.2,6.2,Forest,Carnivore,Invertivore,Insessorial,9.5,NA,2.892237826,0.614189536,LC,2116,1.70E+13,-107.3120586,51.81773621,Nearctic,10,0.00021142,0.000880508,17.63352045,-0.017463018,0.728851426,2,0.120503513,0.787449544,20.19017569,0.051365904
Regulus ignicapilla,Regulidae,10.9,6,2,2.1,16.5,52.3,11.5,22,39.4,5.6,Forest,Carnivore,Invertivore,Insessorial,10.8,NA,0.232892962,0.143924864,LC,670,5.89E+12,11.64205276,45.5269764,Palearctic,2,5.07E-06,0.000718227,2.975822597,-0.91185475,-0.212125106,1,-0.879991438,-0.145746283,24.09661849,0.042528073
Regulus regulus,Regulidae,10.6,5.7,2.2,2.1,15,52.9,11.6,22,39.3,5.5,Forest,Carnivore,Invertivore,Insessorial,11.3,NA,1.471452449,0.550746006,LC,2838,2.26E+13,46.47958052,54.02743474,Palearctic,1,0,0.000658426,1.43964251,-1.166515267,-0.587332003,2,-1.17965243,-0.527471485,19.93035998,0.051967104
Regulus satrapa,Regulidae,9,5.4,2.1,2.5,16.2,57.2,13.4,23.6,42.8,6.2,Forest,Carnivore,Invertivore,Insessorial,10,NA,1.308105652,0.425581411,LC,1627,1.40E+13,-104.4839148,48.13789023,Nearctic,2,1.44E-06,0.000700442,2.536820384,-0.980475466,-0.325137383,1,-0.960803419,-0.263175668,38.2320896,0.026450391
Rhabdornis mystacalis,Sturnidae,21.2,12.9,3.9,4.9,19.8,80.6,18.7,23.1,48.3,25.6,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.715832198,-2.14429403,LC,56,6.74E+11,123.1602581,11.87701336,Oriental,8,2.98E-05,0.000716535,2.832353552,-0.76392064,-0.266923505,1,-0.721878851,-0.234167514,13.77531495,0.078960341
Rhinoplax vigil,Bucerotidae,203.8,193.5,53,110.9,65.8,468,27,5.7,419.8,2887.6,Forest,Omnivore,Frugivore,Insessorial,NA,NA,2.476668718,-2.327391856,CR,176,2.16E+12,101.2154348,2.284877474,Oriental,9,0.000127237,0.000773684,6.125415275,-0.496224682,0.07049666,1,-0.42716411,0.124084527,26.38573519,0.039865742
Rhipidura fuliginosa,Rhipiduridae,11.8,5.4,2.8,2.2,19.4,74.7,14.9,20,93.9,7.5,Woodland,Carnivore,Invertivore,Insessorial,11.5,NA,1.419490668,-0.493187279,LC,765,8.33E+12,135.2486946,-26.81469445,Australian,5,4.15E-07,0.000635338,1.782027817,-1.151437488,-0.760789603,2,-1.170209753,-0.734627446,4.270613935,0.262867528
Rhytipterna holerythra,Tyrannidae,22.7,13.5,7.1,6.3,23.6,103.1,16.9,16.5,92.6,36.8,Forest,Carnivore,Invertivore,Insessorial,13.5,NA,5.969750004,-2.008823128,LC,86,1.04E+12,-83.37923041,10.83364548,Panamanian,1,0,0.000756037,6.515565487,-0.784511627,0.037419805,1,-0.725728332,0.108304419,2.600768474,0.439648958
Rupicola peruvianus,Cotingidae,31,15.4,8.8,12.4,36.7,183.5,21.7,11.6,120.3,242.5,Forest,Herbivore,Frugivore,Insessorial,NA,NA,5.285007575,-1.503374752,LC,76,9.25E+11,-74.53890647,-3.619096119,Neotropical,22,0.000417281,0.000853647,86.66539364,0.454494642,0.433941161,10,0.602492064,0.226820872,9.821196965,0.108256525
Ruwenzorornis johnstoni,Musophagidae,28,10.9,6.6,10.7,38.5,167,17.9,10.8,199.8,240,Forest,Herbivore,Frugivore,Insessorial,NA,NA,0.123896056,-1.09376343,LC,10,1.23E+11,29.19970354,-1.713935274,Afrotropical,19,1.77E-05,0.000709883,2.613104361,-0.516410299,-0.377146597,1,-0.447628212,-0.420148885,37.86175541,0.027539375
Saltator atriceps,Thraupidae,25.7,17,10.1,12.8,28.6,118.2,17.2,14.7,111.9,83.8,Shrubland,Herbivore,Omnivore,Insessorial,21.5,NA,1.27769096,-1.479010795,LC,117,1.38E+12,-90.11734076,16.31933676,Panamanian,5,1.67E-06,0.000741292,13.2653365,-0.716291888,-0.082901047,2,-0.654201571,-0.064056283,5.182183581,0.207573102
Saltator atripennis,Thraupidae,21.5,13.9,9.2,11,24.2,102.5,12.9,12.8,99,55,Forest,Herbivore,Frugivore,Insessorial,NA,NA,9.529988713,-1.867339751,LC,30,3.68E+11,-76.83008983,2.663614869,Neotropical,13,1.72E-05,0.000829416,66.52215437,-0.003245657,0.426576859,3,0.166915006,0.247174334,5.239314059,0.209411868
Saltator aurantiirostris,Thraupidae,21.9,13.9,8.8,12.7,27,100.7,16.4,16,96.4,41.9,Woodland,Omnivore,Granivore,Insessorial,NA,NA,0.32707151,-0.400372159,LC,307,3.36E+12,-63.79372929,-27.15514759,Neotropical,10,0.000173151,0.000829553,48.38930748,-0.11063304,0.41144366,3,0.013751745,0.346231238,6.255560132,0.174712097
Saltator coerulescens,Thraupidae,22.3,13.9,8.8,11,26.8,100.7,14.6,14.5,95.5,54.9,Human Modified,Herbivore,Omnivore,Insessorial,13.8,NA,2.207912397,-1.557211935,LC,1105,1.32E+13,-61.03751634,-7.691275713,Neotropical,16,0.000676656,0.000883274,84.73106178,0.456178026,0.603465539,5,0.56052425,0.508745093,5.928822737,0.188341356
Saltator fuliginosus,Thraupidae,25.8,18.6,10.8,16.3,25.6,105,14.7,14,105.4,44,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.346956569,-1.028591658,LC,102,1.15E+12,-47.71400301,-23.26069478,Neotropical,2,0,0.000676325,4.925080336,-1.062771869,-0.479160942,3,-1.058758889,-0.432179789,5.120082735,0.246104429
Saltator maximus,Thraupidae,20.7,14.7,8.9,10.4,25.3,96.1,16.1,16.9,88.9,47.6,Shrubland,Herbivore,Frugivore,Insessorial,18.3,NA,2.132791803,-1.749025851,LC,937,1.14E+13,-64.09445171,-2.503728978,Neotropical,63,0.003739458,0.001066608,694.799164,4.950018992,0.787341699,17,5.055632888,-0.870391453,7.342070513,0.146233968
Saltator similis,Thraupidae,20.3,13.2,7.9,11.2,23.9,99.8,15,15.1,94,43.3,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.372929417,-1.062228756,LC,316,3.61E+12,-51.24649861,-21.60368553,Neotropical,69,0.001696293,0.001002829,747.0197587,4.663091614,0.801530579,20,5.141700942,-1.545159676,2.081197188,0.526969995
Saltator striatipectus,Thraupidae,19.5,13.1,8.6,11.8,27.3,90.8,13.9,15.3,87.4,39,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,1.972564487,-1.329751917,LC,148,1.80E+12,-74.13506749,2.693676232,Neotropical,20,0.000470044,0.00092577,184.9282703,1.016890405,0.896722048,2,1.25086361,0.413107999,3.775216094,0.28850944
Saltatricula multicolor,Thraupidae,14.8,8.3,4.7,7.1,21.5,70.8,9.3,13.1,77.8,22.2,Shrubland,Omnivore,Omnivore,Generalist,NA,NA,0.278803012,-0.573432735,NA,127,1.40E+12,-61.85078818,-26.63803157,Neotropical,1,0,0.000621942,1.351769284,-1.303161274,-0.82084071,1,-1.342263619,-0.771027684,8.342926863,0.137612109
Sarcops calvus,Sturnidae,29.5,17.8,7.7,9.1,31.1,124.7,26.9,21.4,113.1,142,Forest,Omnivore,Omnivore,Insessorial,28.1,NA,2.4786864,-2.123142567,LC,62,7.47E+11,123.0089298,11.7196145,Oriental,17,2.98E-05,0.000716535,3.412119161,-0.536671627,-0.324506885,1,-0.470325851,-0.352442189,3.777962479,0.273452639
Satrapa icterophrys,Tyrannidae,16.8,10.8,4.2,4,18.8,86.6,19.6,22.6,68.7,21.5,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.14878674,-1.130243366,LC,782,9.08E+12,-54.70481155,-18.92727386,Neotropical,2,2.96E-06,0.00079467,30.80442207,-0.532191557,0.277683813,3,-0.43153369,0.274083052,10.31811477,0.107954318
Saxicola ferreus,Muscicapidae,14.5,8.2,3.9,3.8,20.8,66.3,12.3,18.5,59.4,14.7,Shrubland,Carnivore,Invertivore,Insessorial,14,NA,3.787440391,-0.87428456,LC,438,4.90E+12,100.4452793,24.64612012,Oriental,3,1.07E-05,0.000717198,2.003793431,-0.892932268,-0.226374458,1,-0.860656062,-0.162370973,7.157093249,0.14460721
Saxicola torquatus,Muscicapidae,15.3,7.9,3.5,3.4,21.9,67.3,14,20.8,48.3,14.1,Shrubland,Carnivore,Invertivore,Insessorial,15.1,NA,4.946633159,0.428450043,LC,5993,5.31E+13,102.0506658,54.61836662,Palearctic,4,0,0.000680714,2.926042602,-1.003085119,-0.463871985,2,-0.991630892,-0.42216404,4.842295443,0.216345179
Sayornis phoebe,Tyrannidae,17.4,9.7,5.5,4.1,17.7,83.9,17.4,20.6,70.1,19.7,Forest,Carnivore,Invertivore,Insessorial,12.2,NA,1.752512004,0.423598076,LC,1095,9.62E+12,-97.62766187,47.24105351,Nearctic,3,7.03E-07,0.000704214,2.439455235,-0.941814214,-0.307228219,1,-0.916707763,-0.250578374,4.736210136,0.220120876
Scelorchilus rubecula,Rhinocryptidae,17.7,10.2,3.7,5.1,36.2,70.3,3.8,5.4,65.8,56.7,Forest,Omnivore,Invertivore,Terrestrial,23.1,NA,3.184560865,-0.324384818,LC,55,5.07E+11,-72.46947297,-42.13131872,Neotropical,7,3.92E-06,0.000628823,2.336176045,-1.123198427,-0.816073002,3,-1.141627922,-0.805846264,9.716003743,0.10884961
Schiffornis turdina,Tityridae,17,9.7,4.9,6,22.1,92.1,14.1,15.9,67.7,31.7,Forest,Omnivore,Omnivore,Insessorial,14.2,12.4,2.195777639,-1.81321634,LC,811,9.86E+12,-65.71872926,-1.355099117,Neotropical,3,8.53E-08,0.000714729,4.621378366,-0.895230377,-0.239780986,5,-0.861434214,-0.187438894,12.80992935,0.080845725
Schiffornis virescens,Tityridae,13.9,8.6,3.8,4.5,21.4,80.2,12.5,15.7,64.2,25.6,Forest,Omnivore,Omnivore,Insessorial,17.1,9.8,0.152027453,-1.065449211,LC,188,2.14E+12,-49.25312333,-22.14334456,Neotropical,28,0.000334816,0.000890131,205.1064037,1.127504932,0.647984271,8,1.392598162,0.005428943,12.80992935,0.080845725
Schistochlamys melanopis,Thraupidae,16.8,10.2,6.6,8.4,22.9,83.9,12.4,14.7,79.8,33,Shrubland,Herbivore,Omnivore,Insessorial,NA,9.5,1.153769787,-1.543124367,LC,665,8.01E+12,-56.7986329,-7.086561409,Neotropical,5,5.17E-05,0.000843589,73.73045276,-0.119745278,0.560724039,3,0.036453135,0.421754596,4.004882087,0.266781672
Schistochlamys ruficapillus,Thraupidae,16,10,6.4,9.2,23.5,81,13.5,16.7,71.4,31.2,Shrubland,Herbivore,Omnivore,Insessorial,NA,8.5,0.329003691,-1.175103362,LC,209,2.47E+12,-46.44375277,-15.74060123,Neotropical,25,0.002178419,0.000945109,124.0287167,1.322068541,0.60318208,4,1.238009186,0.677030509,4.004882087,0.266781672
Seiurus aurocapilla,Parulidae,15.1,8.9,3.6,4.1,22.3,73.2,18.3,24.9,50.4,18.8,Forest,Carnivore,Invertivore,Terrestrial,13.4,NA,1.397137708,0.083175296,LC,1321,1.24E+13,-93.54991137,43.43150923,Nearctic,6,3.26E-05,0.000775193,11.98004207,-0.5632427,0.120708856,4,-0.480732208,0.153798796,14.62137364,0.070933777
Seiurus noveboracensis,Parulidae,18.8,9.7,3.5,3.7,23,73.9,21,28,49.9,16.3,Shrubland,Carnivore,Invertivore,Terrestrial,NA,NA,4.65217415,0.278576379,LC,2507,2.19E+13,-103.4926963,49.21392974,Nearctic,1,0,0.000732789,5.493100549,-0.874862311,-0.111378872,1,-0.833114082,-0.043730781,6.091133963,0.17165427
Selenidera maculirostris,Ramphastidae,55,47.8,19.3,22.4,31.8,130.7,19.4,14.8,111.3,164,Forest,Herbivore,Frugivore,Insessorial,NA,23.3,0.233856524,-1.044537061,LC,112,1.27E+12,-47.44176217,-22.76108062,Neotropical,40,0.000766507,0.000919735,202.9573635,1.610638962,0.663342886,7,1.848278367,0.05514884,3.47120653,0.309333199
Selenidera reinwardtii,Ramphastidae,62.2,53.2,19.2,23.4,30.7,126.4,19.7,15.5,104.6,161.8,Forest,Omnivore,Frugivore,Insessorial,NA,26.4,2.478328376,-1.883884629,LC,183,2.24E+12,-70.82908627,-6.066803256,Neotropical,7,8.11E-06,0.000758437,15.17957739,-0.594480572,0.012588282,1,-0.515087936,0.018405179,5.582766334,0.191933344
Semnornis frantzii,Semnornithidae,19,12.6,7.8,10.1,24.6,88.8,12.2,13.7,67.7,57.3,Forest,Herbivore,Frugivore,Insessorial,NA,15.2,0.282076745,-2.169238739,LC,8,97202750491,-82.87687354,9.315596721,Panamanian,31,5.48E-05,0.000790281,24.39210231,0.165107526,0.05233722,1,0.3272306,-0.109257355,16.19280429,0.064043349
Serilophus lunatus,Eurylaimidae,15.8,10.6,9.6,6.7,15.9,82.5,17,20.9,59.5,34,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.554173441,-1.435241875,LC,185,2.16E+12,99.76079218,20.75057726,Oriental,3,1.34E-06,0.000624525,2.001396879,-1.240995638,-0.817404298,1,-1.272844142,-0.781750835,8.480350884,0.122795099
Serinus canicollis,Fringillidae,11.3,7.3,4.9,6.3,14.8,75.5,22.8,30.2,54.5,15.2,Shrubland,Herbivore,Granivore,Generalist,NA,NA,0.207673458,-0.25247494,LC,108,1.16E+12,25.47823994,-30.31204679,Afrotropical,5,0.000367454,0.000877902,12.96570965,-0.139485155,0.70897267,1,-0.047776875,0.849963583,2.373798338,0.456218029
Serinus citrinelloides,Fringillidae,12.4,8.6,4.9,6.4,14.1,66.4,14.8,22.4,48.2,13,Shrubland,Herbivore,Granivore,Generalist,NA,NA,0.262359426,-0.952594562,LC,74,9.00E+11,37.93785549,9.418430458,Afrotropical,4,6.88E-05,0.000744401,2.48661361,-0.753905882,-0.07177146,5,-0.710085132,0.004931353,1.507303404,0.720037853
Serinus dorsostriatus,Fringillidae,10.7,7.6,5.6,6.9,15.7,73.1,14.5,19.8,51.3,15.1,Shrubland,Herbivore,Granivore,Generalist,NA,NA,0.404939795,-0.851513771,LC,143,1.75E+12,36.55782468,-0.990370473,Afrotropical,1,0,0.000682909,1.416031735,-1.075098634,-0.430635603,1,-1.070853626,-0.363762182,4.195012266,0.266265888
Serinus flaviventris,Fringillidae,11.4,7.6,5.6,7.2,17.7,70.4,16,22.8,53.1,16.2,Shrubland,Herbivore,Omnivore,Insessorial,NA,NA,0.601157689,-0.238054794,LC,241,2.68E+12,21.77169513,-25.8937848,Afrotropical,4,4.71E-05,0.000672508,1.814752394,-1.028864283,-0.527012308,3,-1.032462603,-0.473376425,3.074593415,0.356783483
Serinus gularis,Fringillidae,13.6,9.1,6,7.1,16.6,78.1,18.1,23.3,60.7,16,Shrubland,Herbivore,Omnivore,Insessorial,NA,NA,1.008382954,-0.837820689,LC,394,4.60E+12,28.17875855,-25.25920245,Afrotropical,3,1.39E-05,0.000702568,1.880615234,-0.947432307,-0.320739748,2,-0.926206319,-0.259749793,4.578796201,0.239109685
Serinus mozambicus,Fringillidae,10.3,7,5,5.9,14.4,68.2,15,22,43.4,11.9,Shrubland,Herbivore,Omnivore,Generalist,NA,NA,0.574114762,-1.004895985,LC,1092,1.31E+13,19.92734135,-5.1322234,Afrotropical,9,0.001302836,0.000876416,7.538477623,0.108750303,0.46297153,8,0.035257984,0.806072466,5.566016544,0.192193396
Serinus scotops,Fringillidae,12.9,8.2,5.5,7.1,16,69,14.2,20.6,54.4,14.2,Forest,Herbivore,Omnivore,Insessorial,NA,NA,0.061612869,-0.352104835,LC,51,5.44E+11,27.50472822,-30.26588908,Afrotropical,1,0,0.000626674,1.19674029,-1.286002755,-0.790555274,1,-1.321821741,-0.738893925,4.55622166,0.240547937
Serinus serinus,Fringillidae,9.2,5.8,4.6,5.2,13.9,70.8,20.8,29.3,46.4,11.2,Forest,Herbivore,Granivore,Generalist,NA,NA,0.162738504,0.171673489,LC,844,7.53E+12,14.97321089,44.75664351,Palearctic,6,1.50E-05,0.000773182,5.775564892,-0.595034741,0.111780055,5,-0.51386225,0.160660691,4.934909817,0.238337412
Serinus sulphuratus,Fringillidae,14.6,10.6,7.5,9.7,18.4,77.6,19.7,24.9,58.7,27.9,Shrubland,Herbivore,Granivore,Insessorial,NA,NA,0.497743187,-0.751221896,LC,327,3.83E+12,29.33006708,-19.58393028,Afrotropical,4,5.86E-06,0.000642562,1.701998814,-1.148742861,-0.70938508,4,-1.166092543,-0.673154871,3.099612003,0.357253432
Serpophaga subcristata,Tyrannidae,10.4,5.9,3.1,2.9,16.4,48.1,7,14.5,47.4,6.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.832216866,-0.689208476,LC,522,5.73E+12,-57.07758161,-26.97738132,Neotropical,1,0,0.000842218,37.75594764,-0.356497659,0.589090857,1,-0.22066032,0.582053303,3.348139079,0.312439803
Sialia currucoides,Turdidae,16.4,9.6,3.9,3.9,21.9,114,41,36.6,70,29.6,Grassland,Omnivore,Invertivore,Insessorial,NA,NA,0.64467996,0.61451932,LC,859,7.26E+12,-118.7428146,49.89249419,Nearctic,25,0.000215497,0.000885994,28.11943234,0.414820717,0.667100697,1,0.60126405,0.595836076,8.989984269,0.114533563
Sialia mexicana,Turdidae,15.1,8.6,3.4,3.9,19.8,104.4,39.2,37.2,64.2,26.4,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,0.727367966,0.066665369,LC,340,3.40E+12,-106.1977718,30.64181259,Nearctic,33,0.000459727,0.000893538,32.36583334,0.702591432,0.609145935,1,0.872960864,0.528910327,8.989984269,0.114533563
Sialia sialis,Turdidae,15.4,9.1,4.2,4.5,19.7,95.8,31.4,32.8,62.5,27.5,Woodland,Carnivore,Invertivore,Insessorial,16.2,NA,0.603093699,0.032984769,LC,833,8.12E+12,-90.22558119,39.10027697,Nearctic,1,0,0.000595657,1.184192308,-1.401963092,-0.989075122,1,-1.459825179,-0.946159376,13.90135441,0.073992825
Sicalis flaveola,Thraupidae,11.2,8.3,5.4,7,19.5,69.5,14.5,20.6,53.4,16.9,Shrubland,Herbivore,Granivore,Terrestrial,14.2,NA,0.985534906,-1.068922049,LC,727,8.43E+12,-52.73293079,-20.84786495,Neotropical,6,0.000508877,0.000874701,38.8697064,-0.012556192,0.650280046,2,0.066653058,0.730860613,5.090496462,0.233227302
Sicalis luteola,Thraupidae,9.3,7,4.6,6.2,14.7,67,14.1,21.1,45.4,15.9,Grassland,Herbivore,Granivore,Terrestrial,NA,NA,2.16046206,-0.919892753,LC,787,8.82E+12,-58.24062289,-27.15267507,Neotropical,1,0,0.000621394,1.252996589,-1.305546567,-0.824352393,1,-1.345088731,-0.774371231,4.916553236,0.258182472
Sigelus silens,Muscicapidae,17.2,9.8,4,4.4,23.7,90.2,19.4,21.7,78,25.7,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.436633719,-0.260212769,NA,138,1.50E+12,25.86917682,-28.326947,Afrotropical,1,0,0.000682452,1.278726458,-1.07727287,-0.43356216,1,-1.073422236,-0.366368476,7.226344032,0.144567199
Sirystes sibilator,Tyrannidae,22.2,13.8,8.2,6.4,18.8,93.9,18.6,19.8,81.2,32.3,Forest,Carnivore,Invertivore,Insessorial,11.5,NA,1.741926717,-1.596159536,LC,710,8.50E+12,-58.0171055,-10.74588748,Neotropical,3,2.43E-05,0.000837874,63.39865646,-0.231240036,0.543089169,4,-0.08463315,0.443235504,6.944873879,0.151502061
Sitta castanea,Sittidae,19.7,13,4.3,4.2,18.6,80.6,20.2,25.1,43.6,19.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.537665019,-1.174569966,LC,263,2.99E+12,88.89957483,23.16613608,Oriental,1,0,0.000679366,1.573203515,-1.087807471,-0.453312988,1,-1.086000202,-0.387958169,6.129949667,0.212529909
Sitta europaea,Sittidae,20.9,13.6,4.8,4.6,20.2,85.4,20.3,23.8,46.8,20.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.533000603,0.927228328,LC,3868,2.85E+13,87.33143588,55.84862277,Palearctic,10,0.000320145,0.000890017,17.60210466,0.037970227,0.765203468,32,0.162676663,0.851110651,10.21966698,0.115856145
Sittasomus griseicapillus,Furnariidae,16.1,10.9,4,3.7,17.2,76.7,16.9,22,76.5,13.1,Forest,Carnivore,Invertivore,Insessorial,10.9,NA,1.822760415,-1.472541251,LC,1198,1.43E+13,-57.23172221,-11.59316295,Neotropical,2,2.66E-07,0.000656323,4.053470541,-1.140430847,-0.607243346,3,-1.151119218,-0.563013354,9.99331644,0.103404362
Spermophaga ruficapilla,Estrildidae,16,11.3,8.6,10.6,21.7,69.3,6.7,9.7,57,23.6,Forest,Herbivore,Granivore,Insessorial,NA,NA,0.262481437,-1.202156196,LC,91,1.12E+12,29.42391566,0.329210012,Afrotropical,1,0,0.000618788,1.100129516,-1.315804096,-0.841031998,1,-1.357275175,-0.79128832,4.360000014,0.281201178
Sphyrapicus ruber,Picidae,25.8,21.5,8,7.1,21.6,126.6,38.4,30.4,80.8,54.8,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,3.692422353,0.064881267,LC,232,1.86E+12,-127.4720363,51.23453874,Nearctic,1,0,0.000683503,1.770280935,-1.071676137,-0.426830585,1,-1.06682941,-0.360949228,2.866120957,0.364280485
Sphyrapicus thyroideus,Picidae,25.2,19.7,6.4,6.4,20.5,135.5,44.3,32.2,89.8,47.6,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.316195295,0.160787152,LC,227,2.26E+12,-109.073655,35.9146055,Nearctic,2,2.61E-07,0.000684875,2.159529917,-1.040150899,-0.424508085,1,-1.031512674,-0.365986951,10.09557656,0.103139656
Sphyrapicus varius,Picidae,24.8,19.2,6.7,6.3,20.5,124.8,42.2,33.9,74,50.3,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,3.022475673,0.261040748,LC,1439,1.29E+13,-98.16993362,47.17329188,Nearctic,8,2.59E-06,0.000740332,4.318516769,-0.674956407,-0.108472877,1,-0.610245635,-0.079983149,5.560395488,0.187700457
Spindalis portoricensis,Spindalidae,15.5,8.3,5.6,6.4,19.6,83.6,18.3,21.9,60,32.1,Shrubland,Herbivore,Frugivore,Insessorial,NA,NA,0.086861488,-1.411304698,LC,6,70253812344,-66.5,18.19097756,Panamanian,39,0.000417889,0.000879707,82.20342522,0.962401544,0.491811612,5,1.171894365,0.195775322,6.43687452,0.17603879
Spizixos semitorques,Pycnonotidae,14.2,8.1,6.7,7.7,19.1,89.8,13.6,14.8,91.9,39,Shrubland,Omnivore,Omnivore,Insessorial,NA,8.5,1.745761493,-0.415854775,LC,253,2.75E+12,111.2602985,28.43492428,Sino-Japanese,1,0,0.000551717,1.050641839,-1.566626735,-1.270301448,1,-1.655774035,-1.239395597,10.99187612,0.09911143
Sporophila caerulescens,Thraupidae,10.3,6.8,5.1,6.4,14.5,55.8,10.6,18.7,46.5,9.7,Shrubland,Herbivore,Granivore,Generalist,NA,NA,1.779575003,-1.114938732,LC,781,8.95E+12,-57.94883046,-20.31123355,Neotropical,4,5.84E-05,0.000869421,88.61397132,0.003459129,0.730988515,3,0.18165415,0.558618745,1.530408622,0.72829819
Sporophila corvina,Thraupidae,10.7,7,5.3,7.2,17.5,52.9,9.6,17.8,42.8,10.6,Human Modified,Herbivore,Granivore,Insessorial,11.3,NA,6.106317817,-1.908209507,LC,90,1.09E+12,-83.89562229,9.788641206,Panamanian,1,0,0.000776268,11.3361356,-0.692558154,0.166916426,1,-0.616959606,0.227741095,1.999430943,0.540502412
Sporophila leucoptera,Thraupidae,12.1,8.2,6.7,8.8,15.8,55.8,7.6,13.6,49.5,15.5,Shrubland,Herbivore,Granivore,Insessorial,NA,NA,0.393424312,-1.179290086,LC,397,4.68E+12,-48.6329939,-16.63198467,Neotropical,2,1.08E-06,0.00078724,29.04181733,-0.566279447,0.230552196,1,-0.471447146,0.230197052,3.376909487,0.392651777
Sporophila luctuosa,Thraupidae,9.4,6.1,5.5,6.9,17.3,56.1,13,22.7,44.1,12.5,Shrubland,Herbivore,Granivore,Insessorial,NA,NA,6.452392624,-1.600970424,LC,151,1.84E+12,-74.45867703,-7.717650831,Neotropical,1,0,0.000638538,2.280521646,-1.237988825,-0.714618086,1,-1.264829712,-0.663146011,2.81341853,0.408423338
Sporophila nigricollis,Thraupidae,9.1,6,5,6.5,13.8,52.4,7.9,14.7,43,9.6,Shrubland,Herbivore,Granivore,Insessorial,NA,NA,1.939623273,-1.504686449,LC,752,9.06E+12,-47.1061199,-13.02015947,Neotropical,7,0.000111568,0.00087525,90.19707409,0.115494577,0.737110919,4,0.296848681,0.553604964,1.567280955,0.705529423
Stachyris ruficeps,Timaliidae,15,8.9,2.6,3.3,19.6,55,5.4,9.8,47,10.3,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,3.466362239,-0.600716463,NA,275,3.03E+12,105.5813125,26.89487769,Sino-Japanese,4,4.34E-06,0.000558118,1.190920632,-1.466337633,-1.249508134,1,-1.543661327,-1.235867485,1.924278448,0.576498392
Stactolaema leucotis,Lybiidae,23.3,14.3,8.8,10.5,21.5,90.9,18.1,19.9,52.3,54.9,Forest,Omnivore,Frugivore,Insessorial,NA,14.6,0.369104585,-0.92857579,LC,132,1.55E+12,34.89186328,-20.19487585,Afrotropical,10,1.70E-05,0.000718113,2.596528339,-0.711128368,-0.266726237,1,-0.660384134,-0.248715137,6.959207237,0.15670181
Stephanophorus diadematus,Thraupidae,14.1,8.7,6.4,7.5,23.2,98.2,20.4,20.8,81.2,35.4,Forest,Herbivore,Frugivore,Insessorial,NA,9.9,0.74709364,-0.818913515,LC,134,1.45E+12,-53.42585658,-28.78147904,Neotropical,26,0.000476628,0.00089891,187.0165079,1.074989966,0.684941107,6,1.30573362,0.149166958,8.15491827,0.144656895
