Scientific,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,degree,betweenness,closeness,katzz,PC1,PC2,Nwebs,PC1_nobet,PC2_nobet,ED,DR
Cyanocorax cyanopogon,Corvidae,34.5,19.4,10.1,11.5,45,141.7,12.6,8.8,149.6,146,Woodland,Omnivore,Omnivore,Generalist,NA,18.6,0.346931219,-1.215162751,LC,292,3.51E+12,-45.01795209,-11.66194556,Neotropical,10,9.78E-06,0.000802213,53.64901269,-0.225024698,0.273304874,3,-0.087347597,0.146286441,2.63498684,0.3966175
Cyanocorax morio,Corvidae,45.1,28.9,13.2,15.8,49.6,201.3,29.5,14.3,202.8,204,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.05221546,-1.352036881,LC,105,1.23E+12,-91.16151253,18.1207375,Panamanian,31,0.000453104,0.000881308,102.373418,0.843006098,0.545357501,8,1.036033012,0.243901279,4.940253183,0.214925175
Cyanocorax violaceus,Corvidae,39,24.9,12.6,14.6,48,193.6,28.5,14.8,163.8,262,Forest,Omnivore,Omnivore,Insessorial,NA,20.1,2.770388962,-1.971181007,LC,317,3.88E+12,-69.29285876,-1.866402848,Neotropical,15,2.28E-05,0.000800499,32.66168681,-0.175056916,0.227354778,1,-0.038278044,0.138864027,5.122473631,0.201592817
Cyanocorax yncas,Corvidae,29.6,16.2,9.3,9.9,38.7,121.5,9.5,7.8,139.3,78.5,Forest,Omnivore,Omnivore,Insessorial,19.5,NA,2.074281679,-1.307742253,LC,219,2.60E+12,-72.7680843,-1.117208018,Neotropical,23,0.000697056,0.000904624,100.8798417,0.769705385,0.690775447,9,0.912323103,0.508076039,9.855679715,0.10502709
Cyanocorax yucatanicus,Corvidae,35.9,22.6,11.3,12.7,41.8,141.9,17.6,12.4,171.1,118,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,0.195109604,-1.355231849,LC,28,3.26E+11,-89.56289534,19.28164552,Panamanian,3,0,0.000739921,9.043186567,-0.786106287,-0.078517295,1,-0.732156876,-0.033542891,4.045895098,0.258453078
Cyanopica cyanus,Corvidae,29.1,17.4,8.6,8.6,35.6,141.3,20.2,14.3,212,95.9,Woodland,Omnivore,Omnivore,Generalist,22.6,NA,2.44515397,0.654821489,LC,691,6.26E+12,119.5700433,44.10655827,Palearctic,9,0.00010201,0.00082713,11.39419794,-0.283260389,0.418268177,1,-0.16891883,0.46404987,18.78013096,0.054798386
Cyclarhis gujanensis,Vireonidae,18,11.1,5.8,9.2,22.8,76.2,11.2,14.8,64.1,28.8,Forest,Carnivore,Invertivore,Insessorial,14.4,NA,1.947768185,-1.385563877,LC,1333,1.58E+13,-58.30696492,-11.07003293,Neotropical,26,0.001530535,0.000980427,310.1786824,1.991160544,0.969419429,16,2.148339719,0.290892816,12.7789485,0.082569656
Dacnis cayana,Thraupidae,13.7,8,3.7,4.2,15.5,61.8,15.5,24.7,43.9,13,Forest,Herbivore,Frugivore,Insessorial,10.7,NA,2.19903769,-1.609224549,LC,1142,1.38E+13,-58.64284806,-6.949375726,Neotropical,128,0.020068484,0.001161132,1287.075594,11.94256328,-2.703290223,35,9.584986168,-3.017618248,4.441278827,0.29182214
Dacnis lineata,Thraupidae,13,7.5,3.5,3.5,14.1,58,14.8,25.6,40.6,11,Forest,Herbivore,Frugivore,Insessorial,9,7.3,2.064664948,-1.887074144,LC,537,6.56E+12,-64.72922329,-3.543952944,Neotropical,14,6.13E-05,0.00083296,97.36935733,0.147736088,0.433012082,4,0.330605112,0.156963898,3.565879707,0.345608
Dacnis venusta,Thraupidae,13.1,8.9,3.8,3.9,14.8,64.6,15.9,26.3,38.8,16.1,Forest,Herbivore,Frugivore,Insessorial,NA,6.2,9.635793747,-2.334182309,LC,41,5.01E+11,-79.33797437,6.47205203,Panamanian,4,5.11E-07,0.000764449,15.29137859,-0.648125096,0.071975751,1,-0.571010167,0.097013919,4.316710964,0.321017102
Dendragapus fuliginosus,Phasianidae,25.9,14.4,9.6,10.6,41.8,223.2,88.8,39.9,140,1047.3,Forest,Herbivore,Herbivore terrestrial,Generalist,NA,NA,4.070735589,-0.2945972,LC,108,8.28E+11,-128.6017663,52.55155966,Nearctic,40,1.98E-05,0.000729017,21.29941838,0.144504704,-0.389467069,1,0.291988409,-0.624974329,3.43230869,0.316516042
Dendrocitta formosae,Corvidae,34,23.2,11.7,14.7,30.2,141.1,22.8,16,200.7,102.7,Forest,Omnivore,Omnivore,Insessorial,20.4,NA,4.084140075,-0.807914662,LC,398,4.43E+12,105.5172007,25.2723563,Oriental,11,0.001724512,0.000916877,23.22964921,0.44080518,0.614117899,3,0.33177486,0.999282808,6.959907515,0.183386613
Dendrocitta vagabunda,Corvidae,33.4,21.3,10.6,14,34.2,155,22.4,15,257.3,100,Woodland,Carnivore,Omnivore,Terrestrial,NA,NA,2.673152207,-1.120171901,LC,497,5.68E+12,84.92714187,21.80642551,Oriental,10,0.001535208,0.000903184,14.95227731,0.301708009,0.575532966,2,0.210911693,0.94778717,6.526992056,0.197577118
Dendrocopos leucotos,Picidae,35.8,28.1,9.1,8.5,24.7,142.8,42.5,29.9,91.6,116.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.537125679,0.793503867,LC,1905,1.47E+13,79.22815404,52.39378319,Palearctic,2,3.46E-06,0.00071617,2.823106727,-0.920356049,-0.224932213,5,-0.889737162,-0.158997043,2.807814895,0.391153323
Dendrocopos major,Picidae,27.9,21.8,9.3,8.7,23.9,136.2,40.8,29.3,88,74.9,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,2.817373987,0.803215504,LC,3867,2.95E+13,74.86579296,54.63749551,Palearctic,8,2.58E-05,0.000760517,6.788327315,-0.586875312,0.015491145,23,-0.510842698,0.046841866,2.492586057,0.453268328
Dendrocopos medius,Picidae,25,16.4,5.7,6.3,19.5,123.6,34.9,28.1,83.9,59,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.319437418,0.315664049,LC,646,5.46E+12,24.4626334,48.15437503,Palearctic,3,6.72E-06,0.000744744,3.550259053,-0.785471645,-0.049176028,9,-0.732113583,0.016672657,7.186827259,0.174570228
Dendroica caerulescens,Parulidae,13,7.4,3.4,3.3,18.6,62.2,14.9,24.1,48.9,10.1,Forest,Carnivore,Invertivore,Insessorial,10.8,NA,0.633976842,-0.187700269,LC,489,4.79E+12,-79.55674586,42.08536949,Nearctic,1,0,0.000666244,2.516260997,-1.13364693,-0.537291451,1,-1.140684283,-0.478742955,5.073416181,0.205722764
Dendroica castanea,Parulidae,13.5,7.9,3.8,3.8,19.1,69.9,22,30.6,51.6,11.8,Forest,Omnivore,Invertivore,Insessorial,NA,NA,1.643451273,0.135978158,LC,1192,1.10E+13,-90.74000983,44.07853239,Nearctic,6,0.000167306,0.000845898,25.4185529,-0.228646691,0.542901012,4,-0.113881724,0.58237724,2.888528382,0.372954405
Dendroica coronata,Parulidae,12.6,7.2,3.4,3.4,18.1,71.6,17.6,24.5,56.3,11.9,Forest,Carnivore,Invertivore,Insessorial,14,NA,4.14185399,0.459407108,LC,2553,2.15E+13,-107.6854011,51.22502652,Nearctic,25,0.000344526,0.000815243,21.98642321,0.153349291,0.185168804,4,0.262684528,0.143041555,4.2174243,0.256627083
Dendroica dominica,Parulidae,15.8,12.3,3.1,3.3,16.3,65,15.9,24.5,50.4,9,Forest,Carnivore,Invertivore,Insessorial,12.3,NA,1.384684152,-0.760792237,LC;EN,463,5.00E+12,-87.94153758,29.94951513,Nearctic,1,0,0.000772381,7.515105198,-0.720038874,0.142033234,1,-0.649136914,0.214273782,4.035127772,0.267913884
Dendroica fusca,Parulidae,12.3,8,3.5,3.5,17.6,65.7,21.9,32.4,47.2,9.7,Forest,Carnivore,Invertivore,Insessorial,11.3,NA,3.985075278,-0.376045568,LC,1161,1.18E+13,-84.6796121,34.69452864,Nearctic,13,9.67E-05,0.000839246,77.37664022,0.084916291,0.471604318,5,0.252941027,0.277345458,4.152243388,0.254592509
Dendroica occidentalis,Parulidae,12.4,7.7,3.2,3.6,17.8,66.9,18,26.9,52.4,10.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.784793373,-0.35000189,LC,320,3.38E+12,-111.7374723,32.55391272,Nearctic,1,0,0.00077421,7.654190556,-0.712732736,0.153738309,1,-0.640461038,0.22604131,1.170553979,0.898208515
Dendroica pensylvanica,Parulidae,13.4,7.6,3.6,3.6,18.7,61.6,16.9,26.6,46.2,9.3,Forest,Carnivore,Invertivore,Insessorial,10.5,NA,1.256328106,-0.095312785,LC,1024,9.97E+12,-86.71736987,39.84578782,Nearctic,7,0.000316276,0.000849761,53.8562628,-0.065339031,0.527723183,4,0.041840425,0.502191924,2.879309671,0.37134671
Dendroica petechia,Parulidae,11.7,8,3.4,3.2,20,60.2,14.1,23.6,43.3,10.2,Shrubland,Carnivore,Invertivore,Insessorial,11.6,NA,5.18690529,0.318879901,LC,3049,2.59E+13,-109.4072854,51.49492334,Nearctic,22,0.000242789,0.000836983,20.31049422,0.135101774,0.366435276,3,0.269744759,0.332617063,2.786223464,0.400743905
Dendroica striata,Parulidae,13.9,8.7,3.6,3.4,19.5,74.3,23.2,31.3,50.4,11.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.738032737,0.33067026,NT,2316,1.94E+13,-106.789063,56.0739028,Nearctic,1,0,0.000699299,2.316864836,-1.010789741,-0.325729835,2,-0.994443587,-0.257164189,2.973570967,0.352551458
Dendroica tigrina,Parulidae,12.6,7.6,3.2,3.3,17.5,65.7,17.5,26.7,45.2,10,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.698651873,0.253804579,LC,927,8.28E+12,-92.51161762,49.13954823,Nearctic,2,3.39E-05,0.000791469,21.49886671,-0.570008067,0.250188928,1,-0.482037606,0.283149821,4.862161368,0.220961928
Dendropicos fuscescens,Picidae,20,14.8,5.5,5.9,15.9,92,20.7,22.5,48.4,26,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,0.535604339,-0.903702599,LC,1226,1.46E+13,22.94203202,-8.023024989,Afrotropical,3,5.44E-06,0.000698911,1.763150598,-0.963055503,-0.342242574,5,-0.942931694,-0.283810832,3.191072273,0.381919447
Dicaeum agile,Dicaeidae,10.5,6.3,3.7,4.3,14.6,61.6,15.5,25.1,31.1,9,Forest,Herbivore,Frugivore,Insessorial,7.7,5,2.608445294,-1.396541267,LC,530,6.20E+12,79.32995841,21.25523961,Oriental,6,0.000179169,0.0007364,4.446898073,-0.706795934,-0.160650535,4,-0.682631358,-0.080820655,11.45733756,0.100870312
Dicaeum chrysorrheum,Dicaeidae,11.9,7.6,3.5,3.8,13.3,58.9,14.3,24.4,29.9,9,Forest,Herbivore,Frugivore,Insessorial,NA,NA,4.513320541,-1.811228467,LC,413,4.91E+12,100.6571444,13.66476429,Oriental,22,0.001459329,0.000915186,31.37211793,0.688659547,0.59271797,5,0.660679416,0.819088191,16.10228637,0.070283802
Dicaeum concolor,Dicaeidae,11.3,7.3,2.9,2.7,10.7,44.1,9.2,20.9,21.5,6.2,Forest,Herbivore,Omnivore,Insessorial,NA,NA,6.138842135,-1.283171663,LC,610,7.06E+12,102.5920635,18.92866899,Oriental,9,0.000531163,0.000884188,24.30029568,0.052685509,0.686737794,6,0.135158243,0.803158623,6.225909311,0.178102874
Dicaeum cruentatum,Dicaeidae,11,7.3,3.2,3,12,47.3,10.2,21.3,25,5.6,Forest,Herbivore,Omnivore,Insessorial,NA,NA,4.992141352,-1.586142612,LC,549,6.44E+12,102.6774648,17.48059606,Oriental,6,0.000185278,0.000858471,20.98868622,-0.193375622,0.619306467,2,-0.075228143,0.680907338,7.354441163,0.144079643
Dicaeum erythrorhynchos,Dicaeidae,11.4,7.4,2.5,2.9,12.1,48.4,10.2,21,23.2,6.3,Forest,Herbivore,Frugivore,Insessorial,NA,NA,4.178341524,-1.261692785,LC,257,2.96E+12,80.42964797,20.16821374,Oriental,15,0.001270625,0.000891846,9.871373052,0.31859062,0.530608391,3,0.279174991,0.823981698,8.030643692,0.150401695
Dicaeum ignipectus,Dicaeidae,9.4,6,2.5,2.7,11.7,46.8,10.9,23.3,24.6,5.7,Forest,Herbivore,Omnivore,Insessorial,NA,NA,5.110437424,-1.057493105,LC,578,6.57E+12,103.2685102,24.43443378,Oriental,7,8.58E-05,0.000683252,3.527823349,-0.9006803,-0.486173288,2,-0.894901998,-0.445966952,7.338971472,0.14794561
Dicaeum trigonostigma,Dicaeidae,12.1,8.3,3.4,3.1,13.2,49.5,8.3,16.8,23,7.1,Forest,Herbivore,Omnivore,Insessorial,NA,NA,4.461304811,-2.15170328,LC,359,4.33E+12,107.7380527,6.402518882,Oriental,1,0,0.000620982,1.659657664,-1.305705305,-0.826984804,1,-1.345333806,-0.778452328,13.61096581,0.082419825
Dicrurus adsimilis,Dicruridae,22.6,13.9,7.2,7.4,20.2,128.7,33.3,25.8,113.7,40.3,Woodland,Carnivore,Invertivore,Insessorial,14.5,NA,0.56401909,-0.957328187,LC,1636,1.96E+13,21.79150903,-3.995958867,Afrotropical,2,0.000367398,0.000860528,5.026182482,-0.306441091,0.616963578,5,-0.239090956,0.798625505,4.88633734,0.218036084
Dicrurus hottentottus,Dicruridae,37.5,27.1,10.5,11.5,25.2,159.9,39.7,24.5,138.4,79.2,Forest,Carnivore,Invertivore,Insessorial,13.5,NA,5.737579139,-1.124011436,LC,890,1.02E+13,100.5834265,24.65492709,Oriental,1,0,0.000333431,1.033253876,-2.38246719,-2.667401923,1,-2.626708797,-2.698276331,6.893669312,0.157331785
Diglossa albilatera,Thraupidae,13.1,7.3,3.1,4.6,19.8,56.7,9.6,16.7,43.5,9.8,Forest,Omnivore,Nectarivore,Insessorial,NA,NA,4.124530542,-1.428724658,LC,63,7.71E+11,-75.94087899,0.758667791,Neotropical,3,1.12E-07,0.000710386,4.945282553,-0.91035897,-0.267584743,2,-0.879489449,-0.217528039,3.380495863,0.310797734
Diglossa brunneiventris,Thraupidae,13.4,7.9,2.4,4,21.4,64.9,11.9,18.3,57.6,12,Shrubland,Omnivore,Nectarivore,Insessorial,NA,NA,0.19848846,-0.546132031,LC,57,6.85E+11,-73.86666684,-12.62362563,Neotropical,1,0,0.00064215,1.954233764,-1.225597182,-0.691502251,1,-1.250037275,-0.637938163,1.645227915,0.715259863
Diglossa caerulescens,Thraupidae,17.1,9.8,2.7,4.1,19.9,68.1,11.9,17.4,54.2,14.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.162988047,-1.229616829,LC,86,1.04E+12,-74.8139641,-8.355583148,Neotropical,2,9.90E-06,0.000775125,11.09508024,-0.670794646,0.150970125,3,-0.595283509,0.207960046,6.010191324,0.173473432
Diglossa cyanea,Thraupidae,18,11.4,3.3,5.1,22.5,73.6,13.8,18.6,63,17,Forest,Omnivore,Frugivore,Insessorial,NA,NA,3.255859371,-1.278071527,LC,93,1.13E+12,-73.89300066,-3.201179729,Neotropical,30,0.001579869,0.000910682,93.45800872,1.10479336,0.48570718,12,1.104233256,0.482339595,6.010191324,0.173473432
Diglossa glauca,Thraupidae,13.4,7.9,2.5,4.3,16.4,62.1,13.1,21.2,45.9,12,Forest,Omnivore,Omnivore,Insessorial,NA,NA,3.149353762,-1.162716363,LC,47,5.68E+11,-73.76420243,-9.483874018,Neotropical,8,5.78E-05,0.000811586,33.81843969,-0.298467595,0.335197704,4,-0.178353218,0.299693991,8.492743465,0.122745607
Diglossa mystacalis,Thraupidae,16.4,10.4,2.8,4.9,25,69.2,10.3,14.9,62.9,16.2,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.677454189,-0.900190406,LC,35,4.21E+11,-72.47941527,-12.29128413,Neotropical,1,0,0.000654494,2.27030716,-1.178392561,-0.612494741,1,-1.193902391,-0.556469111,5.174341926,0.201732246
Diglossa sittoides,Thraupidae,12.9,7.6,2.5,4.4,18.7,57.1,13.1,21.9,46.2,9,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.232071635,-1.022029005,LC,125,1.50E+12,-72.07489754,-6.544195857,Neotropical,1,0,0.000654494,2.27030716,-1.178392561,-0.612494741,1,-1.193902391,-0.556469111,6.046375357,0.172446119
Dioptrornis fischeri,Muscicapidae,17.7,9.4,3.8,4.6,21.9,87.3,13.1,15,72.7,23.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.101041813,-0.938854449,LC,104,1.27E+12,34.94362401,-3.97936454,Afrotropical,1,0,0.000709197,1.476836497,-0.976646685,-0.26238059,4,-0.953693702,-0.188259204,4.653980595,0.250965599
Dives dives,Icteridae,29.8,18.2,7,10,36.4,120.2,16.8,13.6,121.9,91.3,Forest,Omnivore,Omnivore,Generalist,26.2,NA,0.959186921,-1.386346822,LC,84,9.87E+11,-90.82792063,17.27335513,Panamanian,12,0.000106764,0.000815586,41.00739159,-0.150013504,0.324198867,6,-0.021743552,0.251179031,4.867415824,0.227596192
Dryocopus lineatus,Picidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.146226622,-1.526817439,NA,1343,1.61E+13,-62.62843085,-5.006800425,Neotropical,5,2.41E-06,0.000812614,32.03137372,-0.385975056,0.373469397,3,-0.263841093,0.351210634,3.345576313,0.350540851
Dryocopus martius,Picidae,65.6,46.8,15.4,13.2,35.6,237.8,63,26.4,175.8,321,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.480488505,1.072730778,LC,3343,2.31E+13,83.90511424,58.51457963,Palearctic,1,0,0.000702225,1.967230965,-1.001040199,-0.307003322,5,-0.982792308,-0.236463462,4.953844759,0.226370498
Dryocopus pileatus,Picidae,52.1,37.4,14.6,11.9,29.3,228.4,56.4,25.3,167.3,286.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.827196829,0.394995086,LC,883,7.61E+12,-96.02340806,46.85536562,Nearctic,23,0.000186804,0.000798167,19.55054427,0.002195569,0.124224676,2,0.121842746,0.062745739,3.670761988,0.308373879
Ducula aenea,Columbidae,30.4,16.3,8.1,6.9,30.2,240,74.6,31.1,143.2,545,Forest,Herbivore,Frugivore,Insessorial,NA,15.2,4.112154941,-1.790363444,LC,742,8.85E+12,104.2816714,9.671979834,Oriental,7,0,0.00063072,1.930184505,-1.118205628,-0.803046604,3,-1.13477155,-0.791836376,5.08416082,0.230466753
Ducula badia,Columbidae,27.4,13.8,6.7,5.8,29.3,232.2,67.2,28.9,170.8,486,Forest,Herbivore,Frugivore,Insessorial,NA,14.8,5.607964366,-1.813117323,LC,399,4.74E+12,99.18158829,19.54538013,Oriental,31,0.000533928,0.000842835,13.10362218,0.411372086,0.280647517,8,0.516976212,0.278940419,6.19885939,0.210100692
Ducula bicolor,Columbidae,27.4,13.5,6.2,6.3,29.5,226.2,82.8,36.7,128.3,440,Forest,Herbivore,Frugivore,Insessorial,NA,14.2,2.710180257,-2.190808234,LC,335,4.09E+12,112.3697764,2.711034826,Oriental,16,0.000218308,0.000709677,2.880017916,-0.554464081,-0.404496949,1,-0.530600683,-0.38360516,5.59199076,0.213539275
Ducula poliocephala,Columbidae,29.3,13.5,6.4,6,30,212,63.4,29.8,149.8,555,Forest,Herbivore,Frugivore,Insessorial,NA,15.4,2.518152753,-2.127680476,NT,61,7.34E+11,123.0757581,11.91837958,Oriental,15,0.000218308,0.000709677,2.697626832,-0.580114026,-0.398099127,1,-0.559010833,-0.370077411,7.713158521,0.184376674
Ducula rufigaster,Columbidae,27.8,13.4,6.3,5.9,31,196.6,54.3,27.6,109,436,Forest,Herbivore,Frugivore,Insessorial,NA,13.3,4.592870249,-2.331024202,LC,105,1.29E+12,140.0733793,-5.160574713,Oceanina,2,0,0.000501175,1.06929387,-1.730420185,-1.600187953,1,-1.852799121,-1.590193608,9.01764017,0.146781301
Ducula spilorrhoa,Columbidae,27.4,14.5,7,6.8,32.1,241.2,79.7,33,141.5,464,Forest,Herbivore,Frugivore,Insessorial,NA,15.1,4.832309058,-1.833133397,LC,136,1.64E+12,143.0435549,-9.984846352,Australian,8,5.20E-06,0.000710912,2.534957962,-0.790475369,-0.29736412,1,-0.748049335,-0.270779101,7.217094094,0.175579324
Ducula zoeae,Columbidae,31,14.8,6,6.1,32,219.8,56.9,26,127.8,568,Forest,Herbivore,Frugivore,Insessorial,NA,15.5,4.489932857,-2.317881402,LC,109,1.33E+12,140.563066,-5.412892717,Oceanina,2,0,0.000501175,1.071113986,-1.730414013,-1.600187948,1,-1.852792027,-1.590199565,9.044788942,0.141777365
Dumetella carolinensis,Mimidae,19.2,11.1,4,4.8,27.4,90.7,16.8,18.6,90.3,35.3,Shrubland,Omnivore,Invertivore,Insessorial,19,NA,0.868126499,0.057067258,LC,1155,1.11E+13,-94.32679748,41.01409665,Nearctic,54,0.00232017,0.000938571,96.55997281,1.95647393,0.343751013,13,1.905145675,0.348244903,11.31035203,0.090946069
Dysithamnus mentalis,Thamnophilidae,15.8,9.2,4.2,4.6,19,59.8,6.7,11.1,42.6,14.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.733944408,-1.423376784,LC,572,6.81E+12,-58.54680041,-11.325244,Neotropical,2,0,0,1.062682179,-3.603433851,-4.807856811,2,-4.081884258,-4.939815795,7.202850256,0.160490051
Elaenia albiceps,Tyrannidae,13.4,7.1,3.6,3.5,18.8,74.5,15.3,20.3,70.4,15.5,Forest,Omnivore,Invertivore,Insessorial,10,6.6,3.601585516,-1.010202273,LC,1306,1.47E+13,-61.39519433,-21.80083968,Neotropical,52,0.009960713,0.000996292,208.7916754,3.908217602,-0.996273802,19,2.543909419,0.392558691,2.946024076,0.360805833
Elaenia chiriquensis,Tyrannidae,12.8,7.8,4.3,4.1,16.4,72.4,15,20.8,62,15.4,Shrubland,Omnivore,Omnivore,Insessorial,8.7,9,1.858660931,-1.53520133,LC,748,8.99E+12,-56.43479238,-7.138757365,Neotropical,25,0.000575788,0.000929999,270.5792356,1.467753893,0.868198165,5,1.742006908,0.096388192,6.229100749,0.167024737
Elaenia cristata,Tyrannidae,13.1,7.6,4.8,3.5,19.1,66.2,10,15.1,56.5,18.2,Shrubland,Carnivore,Invertivore,Insessorial,NA,10.3,1.224160491,-1.534725786,LC,508,6.17E+12,-51.48392125,-5.83244659,Neotropical,23,0.000203339,0.000872164,177.9519204,0.818929994,0.594542801,3,1.068348881,0.038869562,14.13253365,0.073319356
Elaenia flavogaster,Tyrannidae,12.7,7.2,5,4,21.4,77.4,12.7,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial,12.5,10.3,1.703306126,-1.475584155,LC,1059,1.27E+13,-60.58657807,-6.171795436,Neotropical,86,0.008024035,0.001116899,961.7836862,7.407220961,-0.003151732,31,6.95700722,-1.705499946,7.569548113,0.138750993
Elaenia frantzii,Tyrannidae,12.6,7,4.4,3.6,16.6,74.6,15,19.3,65.4,19.6,Forest,Herbivore,Frugivore,Insessorial,NA,9.1,1.675264726,-1.596887681,LC,75,9.11E+11,-73.04262084,6.514060541,Neotropical,37,0.002288567,0.000928421,135.7539291,1.620104582,0.394796667,3,1.54188038,0.371952448,2.93822294,0.361257904
Elaenia mesoleuca,Tyrannidae,12.5,7.1,4.1,3.8,16,80,17.7,22.1,66.4,17.6,Forest,Omnivore,Invertivore,Insessorial,NA,8.7,0.183346153,-1.031384343,LC,214,2.44E+12,-49.08135545,-22.06324938,Neotropical,12,0.000123273,0.000874907,161.3256088,0.482726198,0.70048574,7,0.71105417,0.253859414,6.211369181,0.167333778
Elaenia obscura,Tyrannidae,15.8,8.2,4.1,4.3,20.3,84.7,13.1,15.4,84.5,23.9,Forest,Omnivore,Invertivore,Insessorial,NA,7.4,0.831976348,-0.980885819,LC,229,2.62E+12,-50.58756929,-24.1976753,Neotropical,29,0.001752823,0.00098589,261.9195286,1.963912819,0.9349415,12,2.067639703,0.446565478,6.244705819,0.174435966
Elaenia pallatangae,Tyrannidae,12.7,6.3,3.5,3.1,17.5,73.8,15.6,21.1,68.6,17.8,Forest,Omnivore,Invertivore,Insessorial,NA,6.5,3.251050594,-1.42204099,LC,87,1.06E+12,-75.01135065,-7.308410243,Neotropical,9,0.000348599,0.00085159,48.95928879,-0.01910182,0.519330251,6,0.086285997,0.504580615,3.688801214,0.284677456
Elaenia parvirostris,Tyrannidae,13.2,6.5,3.5,3.1,18.6,69.4,13.9,19.9,64.9,13.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.075315838,-1.463002875,LC,1020,1.20E+13,-61.43486555,-11.71654447,Neotropical,14,0.001083095,0.000961796,108.0966727,0.853571771,1.027265625,6,0.945440477,0.982946508,7.051712235,0.147068519
Elaenia spectabilis,Tyrannidae,14.9,8,4.6,4.1,19.2,81.7,15.7,18.9,72.3,27.3,Shrubland,Omnivore,Invertivore,Insessorial,NA,9.1,1.931604547,-1.459038734,LC,794,9.50E+12,-57.63965021,-11.70160554,Neotropical,3,1.06E-05,0.00078964,23.62718025,-0.548888732,0.237355664,4,-0.454176696,0.251030427,4.925667721,0.211472868
Elaenia strepera,Tyrannidae,12.5,5.8,4.3,3.5,16.2,78.6,17,21.6,63.7,19.3,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,4.964560875,-1.726421684,LC,276,3.33E+12,-69.40904933,-4.991563514,Neotropical,28,0.000757961,0.000942914,190.0248319,1.351461537,0.890369992,6,1.568576341,0.407569142,11.05352181,0.095577071
Elminia longicauda,Stenostiridae,14.3,7,4.3,2.4,15.9,66.9,12.1,18.1,98.6,9.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.692005216,-1.394230432,LC,443,5.42E+12,18.76332613,1.898748078,Afrotropical,3,0.000671014,0.000840755,5.857780444,-0.296636217,0.415560193,5,-0.296096799,0.650814485,14.66871851,0.069075736
Emberiza capensis,Emberizidae,12.8,7.7,4.3,5.6,18.9,76.8,12.2,16.1,65.4,20.9,Shrubland,Herbivore,Granivore,Terrestrial,NA,NA,0.50083853,-0.305037689,LC,226,2.51E+12,23.12321103,-26.2507965,Afrotropical,1,0,0.000682452,1.278726458,-1.07727287,-0.43356216,1,-1.073422236,-0.366368476,8.535953434,0.137180327
Emberiza cia,Emberizidae,12.5,8.2,3.7,4.8,18.6,79.8,15.7,19.6,70.1,23.4,Rock,Omnivore,Omnivore,Terrestrial,NA,NA,0.871686755,0.264698149,LC,852,8.09E+12,21.58234712,40.40274511,Palearctic,2,0,0.000707917,2.788288313,-0.951952141,-0.276968518,5,-0.926576504,-0.21403823,4.238485682,0.264165836
Emberiza citrinella,Emberizidae,13.4,8,4.7,5.9,19.1,88.2,22.6,25.7,72.8,29.7,Shrubland,Herbivore,Granivore,Terrestrial,NA,NA,1.303393155,0.727671092,LC,2715,1.99E+13,48.33728702,56.6679701,Palearctic,1,0,0.000707917,2.032695443,-0.979545862,-0.270572307,1,-0.957220795,-0.198634423,2.933964772,0.360780569
